date,precipitation,spi3,spi6,precip_anomaly,precipitation_7day,precipitation_30day,disease_cases
2008-01-07,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,23.0
2008-01-08,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,23.0
2008-01-09,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,23.0
2008-01-10,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,23.0
2008-01-11,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,23.0
2008-01-12,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,23.0
2008-01-13,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,23.0
2008-01-14,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,15.0
2008-01-15,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,15.0
2008-01-16,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,15.0
2008-01-17,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,15.0
2008-01-18,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,15.0
2008-01-19,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,15.0
2008-01-20,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,15.0
2008-01-21,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,8.0
2008-01-22,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,8.0
2008-01-23,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,8.0
2008-01-24,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,8.0
2008-01-25,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,8.0
2008-01-26,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,8.0
2008-01-27,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,8.0
2008-01-28,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,13.0
2008-01-29,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,13.0
2008-01-30,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,13.0
2008-01-31,46.45133333333333,1.1573888888888888,1.3447222222222224,162.4908888888889,46.45133333333333,46.45133333333333,13.0
2008-02-01,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,44.34155555555555,45.88331623931624,13.0
2008-02-02,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,42.23177777777778,45.35737448559671,13.0
2008-02-03,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,40.122,44.86899999999999,13.0
2008-02-04,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,38.01222222222223,44.41430651340996,8.0
2008-02-05,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,35.90244444444444,43.989925925925924,8.0
2008-02-06,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,33.79266666666667,43.49764444444444,8.0
2008-02-07,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,31.68288888888889,43.00536296296296,8.0
2008-02-08,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,31.68288888888889,42.51308148148148,8.0
2008-02-09,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,31.68288888888889,42.0208,8.0
2008-02-10,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,31.68288888888889,41.52851851851852,8.0
2008-02-11,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,31.68288888888889,41.03623703703703,14.0
2008-02-12,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,31.68288888888889,40.54395555555555,14.0
2008-02-13,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,31.68288888888889,40.05167407407407,14.0
2008-02-14,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,31.68288888888889,39.559392592592594,14.0
2008-02-15,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,31.68288888888889,39.06711111111111,14.0
2008-02-16,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,31.68288888888889,38.574829629629626,14.0
2008-02-17,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,31.68288888888889,38.08254814814815,14.0
2008-02-18,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,31.68288888888889,37.590266666666665,16.0
2008-02-19,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,31.68288888888889,37.09798518518519,16.0
2008-02-20,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,31.68288888888889,36.6057037037037,16.0
2008-02-21,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,31.68288888888889,36.113422222222226,16.0
2008-02-22,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,31.68288888888889,35.62114074074074,16.0
2008-02-23,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,31.68288888888889,35.12885925925926,16.0
2008-02-24,31.68288888888889,0.5481111111111111,1.5807222222222224,195.65983333333335,31.68288888888889,34.63657777777778,16.0
